id,depth.mean,depth.top,depth.btm,density,lat,long,NO3,d17O,d18O,D17O,d15N,NO3err,d17Oerr,d18Oerr,D17Oerr,d15Nerr,group,site,pseudo,smb.1979_2021,smb.1979_2021.mean.ci,smb.1979_2021.MARavgerr,smb.2011_2013,smb.2011_2013.mean.ci,smb.2011_2013.MARavgerr,smb.2013,smb.2013.MARerr
CHICH_P3-84,82.5,81,84,422,-70.9981,125.3884,53.3,0.0629,0.0674,0.0279,0.0288,0,0.0012,0.0023,0.0002,0.0008,p3,CHIC-11,0,138.7,6.7,2,135.3,54.9,2,119.4,2
CHICH_P3-87,85.5,84,87,420,-70.9981,125.3884,53.5,0.0646,0.0692,0.0286,0.026,0,0.0012,0.0023,0.0002,0.0008,p3,CHIC-11,0,138.7,6.7,2,135.3,54.9,2,119.4,2
CHICH_P3-90,88.5,87,90,432,-70.9981,125.3884,62.1,0.0674,0.0722,0.0298,0.035,0,0.0008,0.0011,0.0004,0.0007,p3,CHIC-11,0,138.7,6.7,2,135.3,54.9,2,119.4,2
CHICH_P3-93,91.5,90,93,448,-70.9981,125.3884,59.9,0.0614,0.0652,0.0275,0.0253,0,0.0008,0.0011,0.0004,0.0007,p3,CHIC-11,0,138.7,6.7,2,135.3,54.9,2,119.4,2
CHICH_P3-96,94.5,93,96,443,-70.9981,125.3884,52.7,NA,NA,NA,0.0267,0,0.0009,0.0016,0.0003,0.0016,p3,CHIC-11,0,138.7,6.7,2,135.3,54.9,2,119.4,2
CHICH_P3-99,97.5,96,99,429,-70.9981,125.3884,51.7,0.0572,0.0609,0.0255,0.0218,0,0.0012,0.0023,0.0002,0.0008,p3,CHIC-11,0,138.7,6.7,2,135.3,54.9,2,119.4,2
CHICH_P3-102,100.5,99,102,413,-70.9981,125.3884,57,0.057,0.0606,0.0256,0.021,0,0.0012,0.0023,0.0002,0.0008,p3,CHIC-11,0,138.7,6.7,2,135.3,54.9,2,119.4,2
CHIC_SKL_04,0,0,0,NA,-70.9981,125.3884,251.1,0.0698,0.0736,0.0315,-0.0039,0,0.0005,0.0008,0.0003,0.0011,skl,CHIC-11,0,138.7,6.7,2,135.3,54.9,2,119.4,2
CHIC_SKL_04,0,0,0,NA,-70.9981,125.3884,251.1,0.0698,0.0736,0.0315,-0.0039,0,0.0005,0.0008,0.0003,0.0011,skl,CHIC-11.p3,1,138.7,6.7,2,135.3,54.9,2,119.4,2
CHICH_P3-DL,76.5,60,93,NA,-70.9981,125.3884,64.5,0.0631,0.0662,0.0287,0.0302,0,0.0012,0.0023,0.0004,0.0008,dl,CHIC-11.p3,1,138.7,6.7,2,135.3,54.9,2,119.4,2
CHIC_SKL_17,0,0,0,NA,-71.0702,124.4738,198.2,0.073,0.0767,0.0331,0.0029,0,0.0005,0.0008,0.0003,0.0011,skl,CHIC-12,0,131.7,6.7,2,126.4,61.7,2,112.4,2
CHIC_SKL_16,0,0,0,NA,-71.1369,122.9738,191.2,0.0746,0.0791,0.0335,0.0044,0,0.0005,0.0008,0.0003,0.0011,skl,CHIC-13,0,134.4,7.4,2,125.9,72.6,2,114,2
CHIC_DL_6,100,100,100,NA,-71.1369,122.9738,90.4,0.0639,0.0663,0.0294,0.0416,0,0.0005,0.0008,0.0003,0.0011,dl,CHIC-13,0,134.4,7.4,2,125.9,72.6,2,114,2
CHIC_SKL_15,0,0,0,NA,-71.1745,121.232,314.5,0.0713,0.0757,0.032,-0.0076,0,0.0005,0.0008,0.0003,0.0011,skl,CHIC-14,0,142.5,7.9,2,131.2,73.8,2,121.5,2.1
CHIC_SKL_14,0,0,0,NA,-71.1449,119.5344,298.7,0.073,0.0785,0.0322,-0.015,0,0.0005,0.0008,0.0003,0.0011,skl,CHIC-15,0,150.5,8.5,2.1,137.2,68.8,2.1,129.3,2
CHIC_DL_5,100,100,100,NA,-71.1449,119.5344,72.6,0.065,0.0685,0.0293,0.0348,0,0.0005,0.0008,0.0003,0.0011,dl,CHIC-15,0,150.5,8.5,2.1,137.2,68.8,2.1,129.3,2
CHIC_SKL_13,0,0,0,NA,-71.1257,117.7986,124.4,0.0726,0.0785,0.0318,-0.0157,0,0.0005,0.0008,0.0003,0.0011,skl,CHIC-16,0,154.6,8.7,2.1,141.3,60.8,2.1,136.3,2
CHIC_SKL_05,0,0,0,NA,-71.1549,116.607,326.1,0.0663,0.0679,0.031,-0.0056,0,0.0005,0.0008,0.0003,0.0011,skl,CHIC-17,0,149,8.5,2,136.4,54.1,2,133.3,1.9
CHIC_SKL_12,0,0,0,NA,-71.1651,116.1506,153.8,0.0692,0.0743,0.0306,-0.0177,0,0.0005,0.0008,0.0003,0.0011,skl,CHIC-18,0,146.1,8.4,2,133.6,52.2,2,130.9,1.9
CHIC_DL_4,100,100,100,NA,-71.1651,116.1506,80,0.0746,0.078,0.0341,0.0253,0,0.0005,0.0008,0.0003,0.0011,dl,CHIC-18,0,146.1,8.4,2,133.6,52.2,2,130.9,1.9
CHIC_SKL_11,0,0,0,NA,-71.1572,114.8263,166.3,0.0713,0.0767,0.0314,-0.013,0,0.0005,0.0008,0.0003,0.0011,skl,CHIC-19,0,145.7,8.4,2,132.6,47.9,2,130,1.9
CHIC_SKL_10,0,0,0,NA,-71.2116,113.9273,268.4,0.0684,0.0716,0.0312,-0.0033,0,0.0005,0.0008,0.0003,0.0011,skl,CHIC-20,0,143.3,8.3,2,129.8,45.1,2,126,1.8
CHIC_DL_3,100,100,100,NA,-71.2116,113.9273,78.3,0.0818,0.0871,0.0365,0.0585,0,0.0005,0.0008,0.0003,0.0011,dl,CHIC-20,0,143.3,8.3,2,129.8,45.1,2,126,1.8
CHIC_SKL_06,0,0,0,NA,-71.2102,113.7398,501.2,0.0631,0.0668,0.0284,-0.0173,0,0.0005,0.0008,0.0003,0.0011,skl,CHIC-21,0,142.8,8.3,2,129,44.9,2,125.2,1.8
CHIC_SKL_09,0,0,0,NA,-71.1979,112.6573,265.1,0.0657,0.0692,0.0297,-0.0151,0,0.0005,0.0008,0.0003,0.0011,skl,CHIC-22,0,138.1,8.1,2,123.9,41.7,2,121.1,1.8
